InnSensemitzpe@gmail.com,InnSensemitzpe@gmail.com,"InnSense – Bistro & Suites",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%91%d7%aa%d7%99-%d7%9e%d7%9c%d7%95%d7%9f/
ibike@netvision.net.il,ibike@netvision.net.il,IBIKE,,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%91%d7%aa%d7%99-%d7%9e%d7%9c%d7%95%d7%9f/
beresheet@isrotel.co.il,beresheet@isrotel.co.il,"מלון בראשית ישרוטל",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%91%d7%aa%d7%99-%d7%9e%d7%9c%d7%95%d7%9f/
ramon-inn@isrotel.co.il,ramon-inn@isrotel.co.il,"מלון ישרוטל פונדק רמון",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%91%d7%aa%d7%99-%d7%9e%d7%9c%d7%95%d7%9f/
mashabim@kms.org.il,mashabim@kms.org.il,"כפר הנופש משאבים",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%91%d7%aa%d7%99-%d7%9e%d7%9c%d7%95%d7%9f/
ramonhotel@gmail.com,ramonhotel@gmail.com,"מלון סוויטות רמון",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%91%d7%aa%d7%99-%d7%9e%d7%9c%d7%95%d7%9f/
cafejon10@gmail.com,cafejon10@gmail.com," קלאב רמון",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%91%d7%aa%d7%99-%d7%9e%d7%9c%d7%95%d7%9f/
avi_elk@bezeqint.net,avi_elk@bezeqint.net,דרכים,,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%91%d7%aa%d7%99-%d7%9e%d7%9c%d7%95%d7%9f/
tours@beerotayim.co.il,tours@beerotayim.co.il,"חאן ניצנה",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%97%d7%90%d7%a0%d7%99%d7%9d-%d7%95%d7%90%d7%95%d7%94%d7%9c%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%97/
chai-negev@bezeqint.net,chai-negev@bezeqint.net,"מאהל הסולטן",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%97%d7%90%d7%a0%d7%99%d7%9d-%d7%95%d7%90%d7%95%d7%94%d7%9c%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%97/
sfinat.midbar@gmail.com,sfinat.midbar@gmail.com,"יאהלא – אוהל האירוח הבדואי של סאלם",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%97%d7%90%d7%a0%d7%99%d7%9d-%d7%95%d7%90%d7%95%d7%94%d7%9c%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%97/
shayarot@netvision.net.il,shayarot@netvision.net.il,"חאן בארותיים",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%97%d7%90%d7%a0%d7%99%d7%9d-%d7%95%d7%90%d7%95%d7%94%d7%9c%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%97/
beerot@netvision.net.il,beerot@netvision.net.il,"חאן חי נגב",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%97%d7%90%d7%a0%d7%99%d7%9d-%d7%95%d7%90%d7%95%d7%94%d7%9c%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%97/
mimidbar@gmail.com,mimidbar@gmail.com,"חאן ספינת המדבר",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%97%d7%90%d7%a0%d7%99%d7%9d-%d7%95%d7%90%d7%95%d7%94%d7%9c%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%97/
info@adama.org.il,info@adama.org.il,"חאן השיירות",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%97%d7%90%d7%a0%d7%99%d7%9d-%d7%95%d7%90%d7%95%d7%94%d7%9c%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%97/
hetzbasheket@gmail.com,hetzbasheket@gmail.com,"חניון בארות",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%97%d7%90%d7%a0%d7%99%d7%9d-%d7%95%d7%90%d7%95%d7%94%d7%9c%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%97/
matnat.midbar@gmail.com,matnat.midbar@gmail.com,"חאן מרחב עם",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%97%d7%90%d7%a0%d7%99%d7%9d-%d7%95%d7%90%d7%95%d7%94%d7%9c%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%97/
taula1@walla.com,taula1@walla.com,אדמה,,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%97%d7%90%d7%a0%d7%99%d7%9d-%d7%95%d7%90%d7%95%d7%94%d7%9c%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%97/
desertloft@gmail.com,desertloft@gmail.com,"האוהל של עיד",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%97%d7%90%d7%a0%d7%99%d7%9d-%d7%95%d7%90%d7%95%d7%94%d7%9c%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%97/
,,"חץ בשקט",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%97%d7%90%d7%a0%d7%99%d7%9d-%d7%95%d7%90%d7%95%d7%94%d7%9c%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%97/
,,"חאן מתנת מדבר",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%97%d7%90%d7%a0%d7%99%d7%9d-%d7%95%d7%90%d7%95%d7%94%d7%9c%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%97/
,,"הכפר הנסתר – אירוח בדואי בכפר אריכא",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%97%d7%90%d7%a0%d7%99%d7%9d-%d7%95%d7%90%d7%95%d7%94%d7%9c%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%97/
,,צ'אקרה,,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%97%d7%90%d7%a0%d7%99%d7%9d-%d7%95%d7%90%d7%95%d7%94%d7%9c%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%97/
,,"רוח האירוח",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%97%d7%90%d7%a0%d7%99%d7%9d-%d7%95%d7%90%d7%95%d7%94%d7%9c%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%97/
zivsharon1@walla.co.il,zivsharon1@walla.co.il,"פנטזיה במדבר",,,http://rng.org.il/%d7%9c%d7%98%d7%99%d7%99%d7%9c-%d7%91%d7%a8%d7%9e%d7%aa-%d7%94%d7%a0%d7%92%d7%91/%d7%9c%d7%99%d7%a0%d7%94/%d7%a6%d7%99%d7%9e%d7%a8%d7%99%d7%9d-%d7%95%d7%97%d7%93%d7%a8%d7%99-%d7%90%d7%99%d7%a8%d7%95%d7%97/%d7%91%d7%90%d7%a8-%d7%9e%d7%99%d7%9c%d7%9b%d7%94/
